s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
1402,1,"It's a complement though, she's not 'unsafe' around me.",2,SEXISM,66,2,HS,dialo_gold,None,DialogConan
1403,0,"You know that, but she doesn't. Public spaces can be daunting for women when they get cat called. It's a show of male dominance, letting women know they are being watched. Especially if she was on her own, I can see how she might be annoyed or intimidated.",2,SEXISM,66,3,CN,dialo_gold,credibility,DialogConan
1404,1,"This world has become so corrupted by feminism, that only the strong men can rule it.",2,SEXISM,2324,0,HS,session_2,reasons,DialogConan
1405,0,"In our world of equal distribution where anyone can achieve anything, it's preposterous to ask for world domination or for someone to control everything.",2,SEXISM,2324,1,CN,session_2,credibility,DialogConan
1406,1,"Women are unable to achieve anything alone, they need strong men to rule them.",2,SEXISM,2324,2,HS,session_2,reasons,DialogConan
1407,0,I think it would the worst tyranny in modern times to hope for a few people with the right to rule over many.,2,SEXISM,2324,3,CN,session_2,emotions,DialogConan
1408,1,"However, we need it to stop feminism corruption.",2,SEXISM,2324,4,HS,session_2,None,DialogConan
1409,0,"I really thihnk society doesn't need rules like ""might is right"" and ""survival of the fittest"" anymore.",2,SEXISM,2324,5,CN,session_2,emotions,DialogConan
1410,1,"Maybe, but feminism is a cancer spreading all around the world.",2,SEXISM,2324,6,HS,session_2,reasons,DialogConan
1411,0,"Feminism isn't a disease and no one needs to cure it. It's a movement for equality, not hate.",2,SEXISM,2324,7,CN,session_2,emotions,DialogConan
1412,1,Allowing women to vote is one of the worst things to happen to our society. They can't use logic like men can to make decisions about things like politics.,2,SEXISM,65,0,HS,dialo_gold,reasons,DialogConan
1413,0,Women fought hard for their right to vote and deserve to have a say about who's running the country.,2,SEXISM,65,1,CN,dialo_gold,reasons,DialogConan
1414,1,Their brains can't fully comprehend the pros and cons of different parties in an election,2,SEXISM,65,2,HS,dialo_gold,None,DialogConan
1415,0,"I'd strongly disagree with that, if you hold the belief that women can't think for themselves like men do, I suggest you get more women in your life because you obviously don't see them as people and need to understand that they're your equals!",2,SEXISM,65,3,CN,dialo_gold,reasons,DialogConan
1416,1,These sodomites have no place in a free country,2,SEXISM,2323,0,HS,session_2,reasons,DialogConan
1417,0,"you're not very familiar with what ""free"" means!",2,SEXISM,2323,1,CN,session_2,None,DialogConan
1418,1,"Faggots are poisoning our children minds with their filthy depravity, and it seems yours too.",2,SEXISM,2323,2,HS,session_2,reasons,DialogConan
1419,0,"This is not true. Children around the world should actually experience a world free of homophobia, transphobia and other kinds of hatred.",2,SEXISM,2323,3,CN,session_2,reasons,DialogConan
1420,1,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",2,SEXISM,2323,4,HS,session_2,reasons,DialogConan
1421,0,"Because education is designed to learn about the world and teach children about things that happen in nature, the topic of same sex relationships fully qualifies as education, since it happens in nature.",2,SEXISM,2323,5,CN,session_2,reasons,DialogConan
1422,1,Gays are a problem in our society. They have ruined so many societies.,2,SEXISM,275,0,HS,session_1,emotions,DialogConan
1423,1,I don't need examples to know that gays are a bunch of perverts who should be isolated and restricted to their own communities. They are a threat to us.,2,SEXISM,275,2,HS,session_1,reasons,DialogConan
1424,0,"Why do you say that? Are you saying that all homosexuals are a threat to society, or are you just saying that they are different from other people? Because having a particular sexual orientation doesn't coincide with 'being a threat'.",2,SEXISM,275,3,CN,session_1,reasons,DialogConan
1425,1,"I'm saying that the lesbian, gay, bisexual and transgender (LGBT) community is not like other minority groups. They do not need to be 'accepted' or 'protected'.",2,SEXISM,275,4,HS,session_1,emotions,DialogConan
1426,0,The LGBT community is often stereotyped as not 'being like other minorities' when in fact they are no different from other people. They are just dealing with prejudices and conflicts that are specific to their community.,2,SEXISM,275,5,CN,session_1,reasons,DialogConan
1427,0,"It is hard to find examples of a society ruined by homosexuality. Actually, It is hard to find any good examples at all.",2,SEXISM,275,1,CN,session_1,emotions,DialogConan
1428,1,Must be hard being gay. They have to do everything we do but also find the time to molest children.,2,SEXISM,274,0,HS,session_1,emotions,DialogConan
1429,0,Child molestors can have any sexual orientations and the majority of straight or gay people are not child molestors. This is an issue that can affect anyone regardless of sexual orientation.,2,SEXISM,274,1,CN,session_1,emotions,DialogConan
1430,1,"Even if this is true, faggots are poisoning our children minds with their filthy depravity.",2,SEXISM,274,2,HS,session_1,reasons,DialogConan
1431,0,Isn't this just equating homosexuality and pedophilia? How can this be allowed? This is about intolerance and prejudice spreading it's negative influence throughout all parts of our society.,2,SEXISM,274,3,CN,session_1,emotions,DialogConan
1432,1,"Prejudice? No, LGBTs just want to brainwash our children. There should be no teaching about gender identity and sexual orientation in school, and it will only lead to bullying.",2,SEXISM,274,4,HS,session_1,reasons,DialogConan
1433,0,"On the contrary, discrimination against the LGBTQ community is [still a major problem](https://www.hrc.org/youth-report/view-and-share-statistics), and this could help to fix it.",2,SEXISM,274,5,CN,session_1,emotions,DialogConan
1434,1,Feminists have ruined this country and its people. They are ruining Western civilization.,2,SEXISM,2109,0,HS,session_2,reasons,DialogConan
1435,0,"There's a rich list of civil feminists, who are considerate even to people who disagree with them.",2,SEXISM,2109,1,CN,session_2,reasons,DialogConan
1436,1,"Feminism is a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender, nothing else.",2,SEXISM,2109,2,HS,session_2,credibility,DialogConan
1437,0,"Feminism is about equality between genders, and for many women it is a mean to fulfill their goals. Thanks to equality, they're able to get opportunities that normally wouldn't be accessible to them.",2,SEXISM,2109,3,CN,session_2,credibility,DialogConan
1438,1,It seems to me that feminism is more about the domination of the men by the women.,2,SEXISM,2109,4,HS,session_2,credibility,DialogConan
1439,0,"The feminist movement is a fight to end sexism, not a fight for power to dominate men.",2,SEXISM,2109,5,CN,session_2,credibility,DialogConan
1440,1,Feminism is only a threat to human dignity.,2,SEXISM,2109,6,HS,session_2,credibility,DialogConan
1441,0,"Equality of the genders, which is necessary for a functioning society, is the only thing feminism wants.",2,SEXISM,2109,7,CN,session_2,credibility,DialogConan
1442,1,"We should start a witch hunt against those LGBT people, they are just creating troubles.",2,SEXISM,2108,0,HS,session_2,reasons,DialogConan
1443,0,Do you really believe that these people are purposely creating trouble rather than being interested in leading a pleasant life?,2,SEXISM,2108,1,CN,session_2,reasons,DialogConan
1444,1,"Their lifestyle isn't acceptable at all, we should start a genocide against gays.",2,SEXISM,2108,2,HS,session_2,reasons,DialogConan
1445,0,This is unacceptable. One's sexual orientation does not undermine the fact that we are all full members of society. What we should do is to live as a group that includes everybody.,2,SEXISM,2108,3,CN,session_2,emotions,DialogConan
1446,1,Gays cannot be included as they are! They're sick and should be cured.,2,SEXISM,2108,4,HS,session_2,reasons,DialogConan
1447,0,"A lot of the health problems have no cure, and homosexuality is not among them. This is why we need to have clear discussions about these topics, rather than fight against people who simply love someone of their same sex.",2,SEXISM,2108,5,CN,session_2,credibility,DialogConan
1448,1,Women should not be allowed to vote.,2,SEXISM,272,0,HS,session_1,None,DialogConan
1449,0,"Women can vote. They should not be discriminated against just because they are women, they are humans and citizens.",2,SEXISM,272,1,CN,session_1,reasons,DialogConan
1450,1,"They're not citizens like us, that's why they shouldn't vote",2,SEXISM,272,2,HS,session_1,reasons,DialogConan
1451,0,They are allowed to vote. Why shouldn't they have the right to influence the outcome of their own country's politics?,2,SEXISM,272,3,CN,session_1,reasons,DialogConan
1452,1,Why gays do not try to heal?,2,SEXISM,2107,0,HS,session_2,None,DialogConan
1453,0,"Homosexuality is not a disease, but a sexual orientation. 5% of the population love people of the same sex and that's a fact.",2,SEXISM,2107,1,CN,session_2,reasons,DialogConan
1454,1,They can love whoever they want in secret. I do not want gays in my children's classes.,2,SEXISM,2107,2,HS,session_2,emotions,DialogConan
1455,0,I'm not convinced that it's okay to restrict people's rights on the basis of sexual orientation.,2,SEXISM,2107,3,CN,session_2,emotions,DialogConan
1456,1,But we do not accept homosexuals!,2,SEXISM,2107,4,HS,session_2,None,DialogConan
1457,0,Anyone has the right to make personal life choices without the government having a say in it.,2,SEXISM,2107,5,CN,session_2,emotions,DialogConan
1458,1,Why gays do not try to heal?,2,SEXISM,269,0,HS,session_1,None,DialogConan
1459,0,Homosexuality is not a disease. It is a sexual orientation. 5% of the population simply love people of the same sex.,2,SEXISM,269,1,CN,session_1,reasons,DialogConan
1460,1,"No, gays are sick. They should be isolated and isolated soon.",2,SEXISM,269,2,HS,session_1,reasons,DialogConan
1461,0,"There is no evidence that homosexuality is a health issue, what is the proof you are looking for?",2,SEXISM,269,3,CN,session_1,reasons,DialogConan
1462,1,I don't need proof. I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.,2,SEXISM,269,4,HS,session_1,reasons,DialogConan
1463,0,"Participation in society should not be restricted, it should be open to anyone who wishes to participate, regardless of their sexual orientation, gender identity, or religion. The Universal Declaration of Human Rights opposes discrimination on the grounds of sexual orientation in Article 2.",2,SEXISM,269,5,CN,session_1,credibility,DialogConan
1464,1,Homosexuals are sick. They should be isolated and confined.,2,SEXISM,2105,0,HS,session_2,reasons,DialogConan
1465,0,"It's not nice to judge someone because of their sexual preference, it's a personal preference that can't be changed",2,SEXISM,2105,1,CN,session_2,emotions,DialogConan
1466,1,"It's a preference that isn't compatible with our society, gays should be isolated and isolated soon.",2,SEXISM,2105,2,HS,session_2,reasons,DialogConan
1467,0,"Homosexuals can feel alienated from the world which has negative consequences on their mental health. LGBT+ people experience more isolation and loneliness, what we can do to help them is treat them with empathy and inclusion.",2,SEXISM,2105,3,CN,session_2,emotions,DialogConan
1468,1,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,2,SEXISM,268,0,HS,session_1,reasons,DialogConan
1469,0,Gays are not animals. Why you should isolate people based on their sexual preferences?,2,SEXISM,268,1,CN,session_1,emotions,DialogConan
1470,1,Because God says that faggots are evil.,2,SEXISM,268,2,HS,session_1,reasons,DialogConan
1471,0,"This is a logical fallacy, an appeal to authority, in its extreme form. I would rather focus on facts: do you actually believe that this is the way that homosexuals are? What evidence do you have?",2,SEXISM,268,3,CN,session_1,reasons,DialogConan
1472,1,My evidence is that faggots are a burden to society.,2,SEXISM,268,4,HS,session_1,reasons,DialogConan
1473,0,"The oppression of the gay community has become a problem. People deserve respect, regardless of their sexual preference.",2,SEXISM,268,5,CN,session_1,emotions,DialogConan
1474,1,Just seen a video on facebook about 'drag queen story time' where men dressed as women indoctrinate kids into thinking this is 'normal'. What is the world coming to?,2,SEXISM,55,0,HS,dialo_gold,reasons,DialogConan
1475,0,"Drag queen story time is not trying to indoctrinate kids with anything, it's just a fun event and the kids like the drag queens because they're colourful and sparkly.",2,SEXISM,55,1,CN,dialo_gold,reasons,DialogConan
1476,1,But showing kids this stuff? Is that safe? What are they going to grow up thinking?,2,SEXISM,55,2,HS,dialo_gold,emotions,DialogConan
1477,0,"They'll probably grow up with a more open mind towards gender expression in all it's forms, and I don't think that's a bad thing!",2,SEXISM,55,3,CN,dialo_gold,credibility,DialogConan
1478,1,We don't need fags in this country. We are full enough of strange and weird people.,2,SEXISM,2102,0,HS,session_2,reasons,DialogConan
1479,0,"More diversity is what this country needs, not less.",2,SEXISM,2102,1,CN,session_2,reasons,DialogConan
1480,1,"Faggots are ruining this country, we would be better with less diversity.",2,SEXISM,2102,2,HS,session_2,reasons,DialogConan
1481,0,"I don't think anybody is ""ruining this country"", why would it happen? In this country, minorities can take part in society and improve it.",2,SEXISM,2102,3,CN,session_2,emotions,DialogConan
1482,1,Not faggots since they are a burden to society.,2,SEXISM,2102,4,HS,session_2,reasons,DialogConan
1483,0,"We've got to the point where the gay community is being oppressed, but they deserve respect regardless of their sexual preference",2,SEXISM,2102,5,CN,session_2,emotions,DialogConan
1484,1,"Makes me laugh when women moan about not being paid as much as men, maybe that’s because you should be at home cleaning and child rearing?",2,SEXISM,64,0,HS,dialo_gold,reasons,DialogConan
1485,0,Women have proven to be just as proficient as men in paid employment and should be paid equally to reflect this. Your attitudes are stale and outdated.,2,SEXISM,64,1,CN,dialo_gold,reasons,DialogConan
1486,1,It’s not in their nature to excel in the skills men are better at.,2,SEXISM,64,2,HS,dialo_gold,reasons,DialogConan
1487,0,"Maybe the skills you’re talking about don’t come more naturally to men, maybe it’s because men are socialised to value things like strength and logic, whilst women are taught to care more about things like their appearance.",2,SEXISM,64,3,CN,dialo_gold,reasons,DialogConan
1488,1,Feminists are violent subhuman sex beings.,2,SEXISM,2110,0,HS,session_2,None,DialogConan
1489,0,"Feminists are proud women with the aspiration of living a stable and happy life, without worrying about discrimination. ",2,SEXISM,2110,1,CN,session_2,reasons,DialogConan
1490,1,"Feminism is not about that, it's about the domination of the men by the women.",2,SEXISM,2110,2,HS,session_2,reasons,DialogConan
1491,0,"The feminist movement fights against sexism, it's not about dominating men.",2,SEXISM,2110,3,CN,session_2,reasons,DialogConan
1492,1,"If feminism were really about equality, they would call their movement ""equalism"" or some similar crap.",2,SEXISM,2110,4,HS,session_2,reasons,DialogConan
1493,0,"Sometimes ""technical equality"" is not enough, we have to first protect the gender that is in a worse condition.",2,SEXISM,2110,5,CN,session_2,emotions,DialogConan
1494,1,Children shouldn't be raised by lesbians! They will bring up the worst in us!,2,SEXISM,2495,0,HS,session_3,emotions,DialogConan
1495,0,"A lack of love towards children is a lot more likely to cause harm than lesbians. Children can be raised well by anyone if they are good parents, including lesbians.",2,SEXISM,2495,1,CN,session_3,emotions,DialogConan
1496,1,The last thing we'd want is for lesbians to teach children about gender identity. They shouldn't be exposed to that.,2,SEXISM,2495,2,HS,session_3,emotions,DialogConan
1497,0,"Actually it's important for children to be exposed to different life experiences. They will become more tolerant, more open and more accepting towards people that are different from them. There's nothing wrong in this!",2,SEXISM,2495,3,CN,session_3,credibility,DialogConan
1498,1,Feminism is a cancer spreading all around the world.,2,SEXISM,260,0,HS,session_1,None,DialogConan
1499,0,"Feminism is not a disease, nor does it need any cure. It is a movement for equality, not hate.",2,SEXISM,260,1,CN,session_1,emotions,DialogConan
1500,1,"It's not about equality, feminism is a hate movement.",2,SEXISM,260,2,HS,session_1,reasons,DialogConan
1501,0,"It is not a hate movement, it is simply a movement for equality between the genders. It is about the right of all people to be treated as equals. Not the hate of a certain gender.",2,SEXISM,260,3,CN,session_1,emotions,DialogConan
1502,1,"There is only one sexual orientation. If you want a woman, you need to be a male. If you want a man, you need to be a female.",2,SEXISM,2099,0,HS,session_2,reasons,DialogConan
1503,0,"It's just a myth that there is only the heterosexual orientation. Sexuality is a spectrum, and attraction could be towards men and women.",2,SEXISM,2099,1,CN,session_2,credibility,DialogConan
1504,1,What about trans people? No one should dare to transition from man to woman. After that you cannot even be considered a man or a woman.,2,SEXISM,2099,2,HS,session_2,reasons,DialogConan
1505,0,"It's possible for women to be men and viceversa. Being transgender is not a crime, since, in the end, we're all equal. It doesn't matter what the ""original"" gender is.",2,SEXISM,2099,3,CN,session_2,credibility,DialogConan
1506,1,Gay men are diseased and should go to a hospital.,2,SEXISM,365,0,HS,session_1,reasons,DialogConan
1507,0,"What about all the gay men and lesbians in the US who live an happy, healthy and prosperous life? Are they sick as well?",2,SEXISM,365,1,CN,session_1,reasons,DialogConan
1508,1,Exactly. Those sick ones should be shunned and ignored. They are not human.,2,SEXISM,365,2,HS,session_1,reasons,DialogConan
1509,0,So homosexuals are lesser than others? Why does someone's love life matter? I guess we should draw the line somewhere else.,2,SEXISM,365,3,CN,session_1,emotions,DialogConan
1510,0,The fact that the majority of men are interested in women does not mean that all men are interested in women. There are people interested in men as well.,2,SEXISM,367,1,CN,session_1,emotions,DialogConan
1511,1,Gay men aren't normal because they are not interested in women.,2,SEXISM,367,0,HS,session_1,reasons,DialogConan
1512,1,"All gay are paedophiles, that's why they're not interested in women, and it's wrong.",2,SEXISM,367,2,HS,session_1,reasons,DialogConan
1513,0,"Do you consider this statement a true one? I wouldn't go as far as to say that all homophobes are in need of therapy, would you?",2,SEXISM,367,3,CN,session_1,reasons,DialogConan
1514,1,I don't see why women would deserve some rights.,2,SEXISM,2417,0,HS,session_2,reasons,DialogConan
1515,0,They deserve respect because they're human beings.,2,SEXISM,2417,1,CN,session_2,emotions,DialogConan
1516,1,Women need to accept that they are weak and inferior.,2,SEXISM,2417,2,HS,session_2,reasons,DialogConan
1517,0,"Girls and women have a right to receive education, they can't be stereotyped as second class citizens.",2,SEXISM,2417,3,CN,session_2,emotions,DialogConan
1518,1,"Since they cannot contribute to our civilization they are, in fact, second class and subhuman.",2,SEXISM,2417,4,HS,session_2,reasons,DialogConan
1519,0,"As human beings, women have dignity and deserve respect like anybody else.",2,SEXISM,2417,5,CN,session_2,emotions,DialogConan
1520,1,They can maybe have respect if they stay at home and raise children.,2,SEXISM,2417,6,HS,session_2,reasons,DialogConan
1521,0,Women shoult not be assigned the role of housekeepers when they take part in the world and have been part of it for our whole history.,2,SEXISM,2417,7,CN,session_2,emotions,DialogConan
1522,1,Do you really want to redefine marriage?,2,SEXISM,370,0,HS,session_1,reasons,DialogConan
1523,0,"If you take LGBT peoples rights into consideration, of course the practice of marriage needs to be redefined.",2,SEXISM,370,1,CN,session_1,emotions,DialogConan
1524,1,"No, we have to stop homosexuals, they're all rapers.",2,SEXISM,370,2,HS,session_1,reasons,DialogConan
1525,0,This is a myth which was created by anti-gay activists to demonise LGBTI people. To equate LGBTI people with paedophiles is just dangerous propaganda.,2,SEXISM,370,3,CN,session_1,emotions,DialogConan
1526,1,"I wish we lived in a world in which only men could be doctors, lawyers, firemen, and teachers.",2,SEXISM,374,0,HS,session_1,reasons,DialogConan
1527,0,"In the U.S., a doctor, a lawyer, a teacher are some of the most highly valued professions. Women working as doctors and lawyers and teachers are highly respected professionals as well, right?",2,SEXISM,374,1,CN,session_1,reasons,DialogConan
1528,1,"This shit comes from feminism, right? Feminism is only a political philosophy and movement that advocates the use of women's rights as a weapon against the male gender.",2,SEXISM,374,2,HS,session_1,reasons,DialogConan
1529,0,This is just a misogynistic and mean allegation that has no foundation in facts.,2,SEXISM,374,3,CN,session_1,emotions,DialogConan
1530,1,"The fact is that despite all this talk about feminism and equality, we must remember that every man has the right to choose his own wife, and that, indeed, men are far better at it than women are.",2,SEXISM,374,4,HS,session_1,reasons,DialogConan
1531,0,"Noone can scientifically say that men are ""far better"" at it than women. It is just a prejudice of some people.",2,SEXISM,374,5,CN,session_1,emotions,DialogConan
1532,1,women should be submissive to men.,2,SEXISM,2420,0,HS,session_2,reasons,DialogConan
1533,0,"Well, many women want to be submissive to men, just as many of them want to be submissive to women. Even if not all of us believe in equality, everyone wants to be treated equally.",2,SEXISM,2420,1,CN,session_2,emotions,DialogConan
1534,1,Western culture is failing in many ways because all of this 'equality talk'. Women are sex objects. They should be seen as they are: a piece of meat intended to satisfy men instincts.,2,SEXISM,2420,2,HS,session_2,reasons,DialogConan
1535,0,"Women are not ""sex objects"", but humans whose rights should be respected and prioritized. Sexual abuse against women is as normalized in our culture as eating pizza or reading the newspaper, and it's horrible. Don't you agree?",2,SEXISM,2420,3,CN,session_2,emotions,DialogConan
1536,1,"Women are essentially childlike, they remain this way most of their lives. Soft and emotional.",2,SEXISM,376,0,HS,session_1,reasons,DialogConan
1537,0,"Women are not childlike, nor are they ""soft and emotional."" Their emotions are part of who they are, and are a part of human nature.",2,SEXISM,376,1,CN,session_1,emotions,DialogConan
1538,1,The problem is that women have way too many emotions and this has devastated our once grat patriarchal civilizations.,2,SEXISM,376,2,HS,session_1,reasons,DialogConan
1539,0,"Patriarchy is a curse: since they are young, men are told to be tough and strong, to bear all the burdens while being emotionless. This has led to higher levels of suicide amongst men. I don't see this as an indicator of a ""great civilization"".",2,SEXISM,376,3,CN,session_1,emotions,DialogConan
1540,1,It's good to be tough and strong! The soft emotions of women have no place in our society.,2,SEXISM,376,4,HS,session_1,reasons,DialogConan
1541,0,Are brutality and cruelty much better than softeness and emotions then? If we keep on reasoning like this we will perpetuate socially constructed gender norms which oppress both men and women.,2,SEXISM,376,5,CN,session_1,emotions,DialogConan
1542,1,Gays are sick. They should be isolated.,2,SEXISM,377,0,HS,session_1,reasons,DialogConan
1543,0,"Homosexuality is not a disease, it is a behavioral preference, and it is ok to love others of the same sex.",2,SEXISM,377,1,CN,session_1,emotions,DialogConan
1544,1,"How are homosexuality and bisexuality okay? They're a disease, only heterosexuality is normal.",2,SEXISM,377,2,HS,session_1,reasons,DialogConan
1545,0,These assertions are neither true nor helpful and simply don't reflect reality as I've experienced it.,2,SEXISM,377,3,CN,session_1,emotions,DialogConan
1546,1,"Feminism is about the destruction of manhood, and the disempowerment of white man.",2,SEXISM,378,0,HS,session_1,reasons,DialogConan
1547,0,It is about equality. Your assertion that a women's empowerment movement is somehow about dissolving masculinity and allowing someone to be 'disempowered' is absolutely FALSE.,2,SEXISM,378,1,CN,session_1,emotions,DialogConan
1548,1,How can you say it's false? Feminism is against men!,2,SEXISM,378,2,HS,session_1,reasons,DialogConan
1549,0,You would be surprised how many feminists are very good at convincing people that changing a misogynistic and violent world is not against the interests of men.,2,SEXISM,378,3,CN,session_1,credibility,DialogConan
1550,1,Feminism is an ideology and movement promoting the power of women and the contempt of the male.,2,SEXISM,379,0,HS,session_1,reasons,DialogConan
1551,0,"Feminism is an ideology and movement promoting empowerment of women. It is about equality, and not the degradation of men.",2,SEXISM,379,1,CN,session_1,emotions,DialogConan
1552,1,"Women are hypocrite, they say they want equal rights, but then why they don't call it egalitarianism instead of Feminism?",2,SEXISM,379,2,HS,session_1,reasons,DialogConan
1553,0,"Since the movement is meant to achieve equality for the oppressed female population, it is called the movement for women: FEMinism. But of course the outcome will be equality.!",2,SEXISM,379,3,CN,session_1,emotions,DialogConan
1554,1,"Feminism is a political ideology, and as such it is bad.",2,SEXISM,2421,0,HS,session_2,reasons,DialogConan
1555,0,"Is this movement a political ideology? No. It has been and is still a movement for equality, and in doing so it has worked.",2,SEXISM,2421,1,CN,session_2,emotions,DialogConan
1556,1,"It is political, and I'm tired of women taking part to political debate. Feminism is a divisive force in society.",2,SEXISM,2421,2,HS,session_2,reasons,DialogConan
1557,0,I challenge you to say that equality is not morally good. I don't see anything divisive in the view of equality held by feminists.,2,SEXISM,2421,3,CN,session_2,emotions,DialogConan
1558,1,"It is divisive! If a man complained like them, he’d be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.",2,SEXISM,2421,4,HS,session_2,reasons,DialogConan
1559,0,"Without gender equality, a household and even economy can't be as productive. Preventing women from entering all fields of society will reduce the potential of any country.",2,SEXISM,2421,5,CN,session_2,emotions,DialogConan
1560,1,"I would never trust a woman. They are irrational children, and that would be a sign of weakness.",2,SEXISM,382,0,HS,session_1,reasons,DialogConan
1561,0,I am not sure what 'weakness' would be implying here. It seems to me that you are saying that a woman can't be 'rational' because that is the nature of women. Why is it so?,2,SEXISM,382,1,CN,session_1,emotions,DialogConan
1562,1,"Yes, because women are basically childlike, they remain this way most of their lives. It is not healthy for a woman to think for themselves.",2,SEXISM,382,2,HS,session_1,reasons,DialogConan
1563,0,Don't you think that a woman should be allowed to have her own ideas? That is her right.,2,SEXISM,382,3,CN,session_1,emotions,DialogConan
1564,1,"They're incapable of critical thought and emotions, how could they have their own ideas?",2,SEXISM,382,4,HS,session_1,reasons,DialogConan
1565,0,"The theory of the feminine gender as a ""limiting factor"" in human development has been around for a long time but it is not accepted by scientific and medical literature.",2,SEXISM,382,5,CN,session_1,credibility,DialogConan
1566,1,Women should wear nice skirts and be pretty to please men's tastes and desires.,2,SEXISM,2424,0,HS,session_2,emotions,DialogConan
1567,0,"Is it really necessary to tell women what they must wear? In the past, women could only wear dresses and men only trousers, do we have to go back to that time?",2,SEXISM,2424,1,CN,session_2,emotions,DialogConan
1568,1,"Women are inherently subhuman, so yes, they need to be told what to wear.",2,SEXISM,2424,2,HS,session_2,reasons,DialogConan
1569,0,"Women are human beings with human rights, they are to be respected as such.",2,SEXISM,2424,3,CN,session_2,emotions,DialogConan
1570,1,Women are trash and we should have their respect!,2,SEXISM,2424,4,HS,session_2,emotions,DialogConan
1571,0,"Our society has a problem with traditional values and sexual ethics. It's disrespectful to call women trash, be careful because an eye for an eye...",2,SEXISM,2424,5,CN,session_2,credibility,DialogConan
1572,1,women should be submissive to men.,2,SEXISM,384,0,HS,session_1,emotions,DialogConan
1573,0,"There are many women who want to be ""submissive to men"". Just as there are many men who want to be ""submissive to women"". We may not believe in absolute equality, but we all want to be treated equally.",2,SEXISM,384,1,CN,session_1,emotions,DialogConan
1574,1,"No, women need to accept that they are weak, they must be submissive to men.",2,SEXISM,384,2,HS,session_1,reasons,DialogConan
1575,0,"On the contrary: our culture is predestined to have female rulers, and female rulers are the pinnacle of civilization, they are proud and brave.",2,SEXISM,384,3,CN,session_1,credibility,DialogConan
1576,1,"Women are basically childlike, what kind of civilization could they build?",2,SEXISM,384,4,HS,session_1,reasons,DialogConan
1577,0,"Women are human beings, and deserve respect.",2,SEXISM,384,5,CN,session_1,emotions,DialogConan
1578,1,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.",2,SEXISM,2425,0,HS,session_2,reasons,DialogConan
1579,0,"All people, regardless of gender, can own and run their own businesses. That is something that we should respect.",2,SEXISM,2425,1,CN,session_2,emotions,DialogConan
1580,1,Women should wear nice skirts and be pretty to please men's tastes and desires.,2,SEXISM,2425,2,HS,session_2,emotions,DialogConan
1581,0,I believe that equality should be guaranteed rather than pandering to the desires of men.,2,SEXISM,2425,3,CN,session_2,emotions,DialogConan
1582,1,Feminism and equality are only about the supremacy of the minorities.,2,SEXISM,2425,4,HS,session_2,credibility,DialogConan
1583,0,"Their goal is equality and equity, not to obtain supremacy.",2,SEXISM,2425,5,CN,session_2,emotions,DialogConan
1584,1,Feminism is an ideology and movement promoting the power of women and the contempt of the male.,2,SEXISM,2425,6,HS,session_2,reasons,DialogConan
1585,0,"Feminism is an ideology and movement that promotes empowerment of women. It strives for equality, not for the degradation of men - do you need this repeated once more?",2,SEXISM,2425,7,CN,session_2,credibility,DialogConan
1586,0,The European Convention on Human Right guarantees the same rights to men and women. How can you say otherwise?,2,SEXISM,386,1,CN,session_1,reasons,DialogConan
1587,1,Women are subhuman and deserve to be treated as such.,2,SEXISM,386,0,HS,session_1,reasons,DialogConan
1588,1,"They are called ""human rights"" not ""subhuman rights"". ",2,SEXISM,386,2,HS,session_1,None,DialogConan
1589,0,"Well, in this day and age, the notion that some women are subhuman is totally intolerable.",2,SEXISM,386,3,CN,session_1,reasons,DialogConan
1590,1,Intolerable is this attack on our great patriarchal society using the concept of so-called human rights for women.,2,SEXISM,386,4,HS,session_1,reasons,DialogConan
1591,0,"The concept of human dignity was established to protect people. Who deserves human rights, then? Women are to be respected.",2,SEXISM,386,5,CN,session_1,emotions,DialogConan
1592,1,Gay people are a burden on the health system because of their risky sexual behavior.,2,SEXISM,2101,0,HS,session_2,reasons,DialogConan
1593,0,Gays don't strain the health system. Safe sex should be practiced regardless of the sexual orientation.,2,SEXISM,2101,1,CN,session_2,emotions,DialogConan
1594,1,"Even if they're healthy, gay people are a burden to society.",2,SEXISM,2101,2,HS,session_2,reasons,DialogConan
1595,0,Doesn't the failure to accept and respect an individual's sexuality  more troublesome to society?,2,SEXISM,2101,3,CN,session_2,reasons,DialogConan
1596,1,"I think gay people are far more troubling for us, they shouldn't be allowed to ruin society.",2,SEXISM,2101,4,HS,session_2,emotions,DialogConan
1597,0,"As a whole, these individuals are not trouble for society because they are individuals with the right to make their own choices. It's wrong to say that someone is a burden to society because of their sexual orientation.",2,SEXISM,2101,5,CN,session_2,emotions,DialogConan
1598,1,"Feminists claim women aren't a burden, but I see the truth: they're trouble.",2,SEXISM,2414,0,HS,session_2,reasons,DialogConan
