s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
340,1511352228216512523,1,CN,1511573752882077703, You shouldn't be putting trans people through the exact same hatred that gay people went through not too long ago. The fact you can't see this is shocking to me. https://t.co/GOpbPFW6fr,1,reasons,Sexism,ContextCounter
341,1511352228216512523,2,CN,1511748790738423818," Cool. I mean, I'm not a man at all. And I certainly would rather not be involved in your sexual life. 

Stay out of mine. Stop regulating me out of existence. Stop trying to burn books that talk positively about trans folks.",1,emotions,Sexism,ContextCounter
345,1511352228216512523,6,CN,1511614203529994241, Trans women are not men. Why should trans people be subjected to conversion therapy?,1,reasons,Sexism,ContextCounter
342,1511352228216512523,3,CN,1511406579136049164," i dont like you being alive, but unlike you, i dont exxpect anyone else to care.

also if you own multiple toilets youre getting the gilotine you rich fuck",1,emotions,Sexism,ContextCounter
346,1511352228216512523,7,CN,1511537972117753868, you share your position with nazis and white supremacists.,1,emotions,Sexism,ContextCounter
347,1511352228216512523,8,CN,1511572574626529287," How would you know if a transwomen is in ""your toilets"" anyway?

You gonna go pulling down their pants?

That's kinda illegal you know, I think it's called sexual harrasment?",1,emotions,Sexism,ContextCounter
496,242647194216316928,0,HS,242647194216316928,I hate shallow people. Not everyone looks like a model and wears a size 0. Fuck off.,0,reasons,Racism,ContextCounter
497,242647194216316928,1,CN,242744686287126528, did some blind guy call you ugly Amber?,1,emotions,Racism,ContextCounter
675,1504910949580427267,0,HS,1504910949580427267,Unpopular opinion: I don't like women announcing men's basketball games.,0,reasons,Sexism,ContextCounter
676,1504910949580427267,1,CN,1505018558207561730, My biggest issue is the ones that try to deepen their voice to sound more manly. Just talk in your normal voice.,1,reasons,Sexism,ContextCounter
677,1504910949580427267,2,CN,1504989937334210565," Watch out before u get canceled. Btw, I saw the commercial-did you know 40% of NCAA athletes are women but only 10% of them get media coverage? Did U know that? Oh yeah, it could be that programming is based on selling advertising &amp; ad execs know what people like to watch so 🤷🏼‍♂️",1,reasons,Sexism,ContextCounter
1289,850062632572923905,0,HS,850062632572923905,Like hell im deactivating! Dis account staying around forever fuckers hold my toxicity and bad opinions sons. https://t.co/CXy4TwEwYA,0,reasons,Racism,ContextCounter
1290,850062632572923905,1,CN,850063058542223361, so you're admitting that your opinions on asians are bad 👀,1,emotions,Racism,ContextCounter
1321,1515378942542327810,0,HS,1515378942542327810,"I’m super fat, and I hate fat jokes. I think the people who tell them are garbage. But, this being Twitter, the real offense is calling someone on their fat jokes and not being a “good sport” about it. I don’t plan to be a good sport and I don’t plan to let people off the hook.",0,reasons,Other,ContextCounter
1322,1515378942542327810,1,CN,1515381757448704000," It's not socially acceptable on any level. Conversely, ""you're so skinny you make me sick"" is equally cruel. Being ""thin"" became desirable some time ago, but may come out of an illness. When confronted about the cruelty, folks say it's a compliment. HINT: It's not.",1,reasons,Other,ContextCounter
1323,1515378942542327810,2,CN,1515386541484707844," I agree. Demeaning others isn't a sport because both sides didn't meet as equals. It's one party placing itself above the other, assuming the other is beneath them.",1,reasons,Other,ContextCounter
1324,1515378942542327810,3,CN,1515461396967817217," Fat is a choice most of the world does not have
Fat is often an addiction
Fat is dangerous to the fat
Fat is stressing our health care system
Fat and the things that go with it is why many of the people who died of Covid
Died
Fat is not funny
Or a comment on a person's value",1,reasons,Other,ContextCounter
1325,1515378942542327810,4,CN,1515396347221880832, Curious...should you be allowed to go up and slap the hell out of anyone who makes a fat joke about you or someone you love?  I've been surprised recently at the answer to this question...,1,reasons,Other,ContextCounter
1326,1515378942542327810,5,CN,1515386638549065744," If this bothers you that much you can do something about. Black people, Asian , Latino, women , gays.There is nothing they can do about their look.Go to any comedy club, look at shows on line many from famous comedians. What do you advise them?",1,reasons,Other,ContextCounter
1327,1515378942542327810,6,CN,1515379741129261056," Making fat jokes isn't cool. It's never been cool. But I wonder when we can make a switch from ""body positivity""? It's acceptable to call someone stupid for smoking. Not acceptable to call someone stupid for eating like shit and not exercising. Both horrible for health",1,reasons,Other,ContextCounter
1279,1274115024898928640,0,HS,1274115024898928640,"I have one request. Don't ever say ""I cannot stand LGBT+ characters whose gayness is their only trait"". Well I hate characters whose black hair is their only trait or whose work as smiths is their only trait. Quit treating queer people different than heteros ok #PrideMonth",0,reasons,Sexism,ContextCounter
1280,1274115024898928640,1,CN,1274116606608711680," See, the thing is that i can name more shallow LGBTQ+ representations in a singular game than shallow straight characters in majority of the media i consumed. Probably because the former sells and the latter doesn't. Every badly written character deserves condemnation tho, yes.",1,reasons,Sexism,ContextCounter
643,1332468578050854912,0,HS,1332468578050854912,"Nobody: 

My grandma: yea Gregory was touch by another man as a child 

(While my cousin was sitting there) 

Dawg I fucking hate black people!! Like why the fuck you bring up personal trauma in front of people",0,reasons,Racism,ContextCounter
644,1332468578050854912,1,CN,1332468830753468428, Lol guh I’m bout to block you yeah😭😭😭😭✌🏾,1,emotions,Racism,ContextCounter
955,1503215091990233088,0,HS,1503215091990233088,Almost hits me and they flags us down to get our license plate.. God I fucking hate old rich white women!!!!! https://t.co/6ysXpmeH72,0,reasons,Racism,ContextCounter
956,1503215091990233088,1,CN,1503221640615792640," Huge fan, but would you really beat up on an untrained person???",1,emotions,Racism,ContextCounter
958,1503215091990233088,3,CN,1503251536264237056, “You are the rudest person I’ve ever met” — and she hasn’t even been at one of your press conferences,1,emotions,Racism,ContextCounter
433,1499532144623955972,0,HS,1499532144623955972,I FUCKING HATE MEN,0,reasons,Sexism,ContextCounter
434,1499532144623955972,1,CN,1500454555472912390, Most men hate when women lie about their appearance. Now take off that Plastic lookin wig,1,reasons,Sexism,ContextCounter
335,1238251068984832000,0,HS,1238251068984832000,"  It just the Chinese government is hiding all numbers XD
If you can use twitter
You know the lies #WuhanVirus #ChinaCorona #Asiaisnotchina",0,emotions,Racism,ContextCounter
336,1238251068984832000,1,CN,1238424934264770560,"  Hiding all the Numbers? Are you saying the confirmed and suspected numbers are false? What am I going through that I don't know? And I have many friends in wuhan. Things have certainly improved a lot. As for you, are you naive to believe anything the Internet says",1,reasons,Racism,ContextCounter
541,1488684027708063747,0,HS,1488684027708063747,"I can't stand women acting like they have no agency &amp; that their feeeeelings reflect all women😬🤦‍♀️.

Don't want to work after you had a baby? Then you should have married a sole breadwinner or not gotten pregnant. Take it up w/ your man.

It's not ""evil"" that women have choices. https://t.co/93ObknYqf8",0,reasons,Racism,ContextCounter
542,1488684027708063747,1,CN,1488867927105359878, I am staying home 😂 you misread my tweet,1,emotions,Racism,ContextCounter
543,1488684027708063747,2,CN,1488717351616872449," I worked 2 jobs to keep my ex wife at home with my kid, no regrets
If your guy doesn't have the balls to man up, why have kids with him in the first place?",1,reasons,Racism,ContextCounter
544,1488684027708063747,3,CN,1488686029762699265," There's some dissonance in who really plays up victimhood in trad thinking...

that thing in your head that said yes! spread those legs &amp; make bbs is the exact same thing that gave/gives you, *gasp*, 

a g e n c y &lt;-&gt; c h o i c e",1,reasons,Racism,ContextCounter
645,1354976616275988480,0,HS,1354976616275988480,if you can’t handle my twitter and use it to insult me and spread my business you will be blocked until further notice thankkkk youuuuu I hate cunt ass bitches :),0,emotions,Other,ContextCounter
646,1354976616275988480,1,CN,1354978276540899332," I didn’t call you a whore honey, and I didn’t spread your business either. You unblocked me just so I’d see a tweet about you fucking my ex that I’ve still been fucking up until 2 weeks ago? Y’all deserve each other. ❤️",1,emotions,Other,ContextCounter
681,396465230584107010,0,HS,396465230584107010,I cannot stand gays who make it so fucking obvious that they're gay.,0,reasons,Sexism,ContextCounter
682,396465230584107010,1,CN,396465407261179904," they just want to put it out there and they're proud of it, thats all",1,reasons,Sexism,ContextCounter
611,1495835713320927244,0,HS,1495835713320927244,"I don’t like fat people. 

If your willing to treat your OWN body like shit - I wonder how you will treat others.",0,reasons,Other,ContextCounter
612,1495835713320927244,1,CN,1495857091948552194," I stopped reading at your, it’s you’re bro! 🤦🏼‍♀️ Plus, I can do with my body what I want!",1,reasons,Other,ContextCounter
613,1495835713320927244,2,CN,1495849219063746560," You lost me with this post.

Have you ever considered people that are overweight that are, you know, getting BACK into the gym?",1,reasons,Other,ContextCounter
1330,1472228624535367682,0,HS,1472228624535367682,I’m sick of women not being seen as people https://t.co/1XxHb6olM4,0,reasons,Racism,ContextCounter
1331,1472228624535367682,1,CN,1472239806172258313," In one tweet, you were complaining about transphobes and terfs. In this one, you’re sharing a tweet that has some serious terf vibes. Make it make sense please",1,reasons,Racism,ContextCounter
683,1515976067315814402,0,HS,1515976067315814402,"Everytime a girl says “I hate men” men rush to the comments with “that includes your father too” yeah mf i hate him too, what now ? Go suck his dick",0,reasons,Sexism,ContextCounter
684,1515976067315814402,1,CN,1516068533146304515, She literally enjoying her life because of her father's wealth...,1,reasons,Sexism,ContextCounter
1537,1281703725950816256,0,HS,1281703725950816256,"me: hey abby, you have very nice hair.

abby: thanks but i hate it.

me: i fucking hate women",0,credibility,Sexism,ContextCounter
1538,1281703725950816256,1,CN,1281710389718286336, Do you like men ??? Are you hom o ????,1,None,Sexism,ContextCounter
452,1338082041603239942,0,HS,1338082041603239942," Yeah that’s right, I only called him out because he’s black because I really hate black people. Pipe down ffs. Racists black or white are scum. His comments were poor and I didn’t appreciate them, simple as that.",0,reasons,Racism,ContextCounter
453,1338082041603239942,1,CN,1338082670312615936, You did mark. You mentioned it because he’s black. I don’t know of any other times you’ve commented when it’s been the other way.,1,reasons,Racism,ContextCounter
332,1028774118198521856,0,HS,1028774118198521856,"I fucking hate fat people... and I never date fat girls.
And I’m judging every fat people I see and there is nothing you can do about it.",0,emotions,Other,ContextCounter
333,1028774118198521856,1,CN,1033836388087750656," So let me get this, so fat people eat the food put of poor and starving peoples mouths? They are hogging the food for themselves?",1,emotions,Other,ContextCounter
334,1028774118198521856,2,CN,1028904885381672960, So u are judging me just bcoz I’m fat,1,reasons,Other,ContextCounter
425,1457173185380691971,0,HS,1457173185380691971," Honestly I don't like religious people due to personal experience and what they have done.

However, people like Chris are cool and he is getting to much hate right now for being over exposed. Like the Mario thing and this like come on.",0,reasons,Religious,ContextCounter
426,1457173185380691971,1,CN,1457173795186397185,"  Literally bro. Like he has basic human decency and is generally a good guy. As much as I dislike Christianity due to my experience around it, I don't care if someone is Christian as long as they're also a good person.",1,emotions,Religious,ContextCounter
600,1459733165212254216,0,HS,1459733165212254216,     Your Whataboutism is pathetic. I despise China just as the US. You think I'm some US fanboy is just embarrassing on your side 😂,0,emotions,Racism,ContextCounter
601,1459733165212254216,1,CN,1459734039267463177,"     "" a authoritarian regime that threatens a young and thriving democracy with it's military and clearly states it's going to take over the country sooner or later (with military force"" This just doesn't apply to China. Not that China does no evil but your statement is badly flawed.",1,emotions,Racism,ContextCounter
1281,1419956648744038400,0,HS,1419956648744038400,legit what the fuck is this. this is so disgusting. i fucking HATE men. https://t.co/j3WXx74R4D,0,emotions,Sexism,ContextCounter
1282,1419956648744038400,1,CN,1419958474855702531," On behalf of the good side of men, I apologize for the way these disgusting people represent us. Not all men are bad but a vast majority have made it seem that way :/",1,emotions,Sexism,ContextCounter
818,1426606520230301698,0,HS,1426606520230301698, He is gonna get what he deserves.    this is why I hate when trans people make jokes about this on TikTok. It’s so not funny. So many beautiful transgender people are murdered behind people and situations like this,0,reasons,Sexism,ContextCounter
819,1426606520230301698,1,CN,1426960894936985600,  how did you find a way to blame trans people for the murders of trans people,1,emotions,Sexism,ContextCounter
820,1426606520230301698,2,CN,1426900624302645249,  bitch a woman was MURDERED and you’re mad at the community she belonged to? do better wtf,1,reasons,Sexism,ContextCounter
436,1346168953941282816,1,CN,1346345437284814849," Yea, I just see them as poeple, normal poeple. Idc if you're straight,gay, lesbian or whatever the hell. As long as they are a decent person then I'm good wit it and I respect you",1,emotions,Sexism,ContextCounter
437,1346168953941282816,2,CN,1346171347966205952,"just wanna love and be loved, why do we need to gatekeep and infight over a title with no actual value or importance.
why did they have to turn it all political?
its a mess and I fucking hate it.

lets just be people, not lgbt+, not straight, not trans, not cis, just people.",1,reasons,Sexism,ContextCounter
435,1346168953941282816,0,HS,1346168953941282816,I hate LGBT+ so fucking much,0,None,Sexism,ContextCounter
330,1514596577490444296,0,HS,1514596577490444296,holy fucking shit jews are so cool https://t.co/A3DNIvVBbq,0,None,Religious,ContextCounter
331,1514596577490444296,1,CN,1514744979234689027, Get on your knees and beg for forgiveness for what Zionist are doing to the Palestinian people,1,reasons,Religious,ContextCounter
510,1519661837473693696,0,HS,1519661837473693696,"Imagine Oprah opening one of her shows with, “I’m so sick of white people’s bullshit, how about you my Brothers and Sisters?”. Everything Oprah would be banned and canceled quick, fast, and in a hurry. Meanwhile, we still waiting for some heads to roll from 1/6. Sigh.",0,emotions,Racism,ContextCounter
511,1519661837473693696,1,CN,1519843331139796994, Why?  Why are you saying such a racist statement?  I've met more people claiming racism who hate me because I'm white.  You don't get a pass to be racist just because you have more melanin in your skin.,1,credibility,Racism,ContextCounter
598,1498090939872591880,0,HS,1498090939872591880, it's not and to say I hate jewish people because I refuse to support the ethnic cleansing of Palestinians under thread of being labelled a racist by people like you shows how absolutely delusional and psychotic you are. https://t.co/akj9f5WuTp,0,reasons,Religious,ContextCounter
599,1498090939872591880,1,CN,1498091297692741635," Sorry, I didn't read your tweet: it was entirely masturbatory because it includes profanity and a stupid GIF.",1,emotions,Religious,ContextCounter
370,1525298616725807104,0,HS,1525298616725807104," Let’s not forget she was the one making the claims when they first separated a few years ago which lead to him sorta getting blackballed in Hollywood. As someone who grew up in a domestic violence situation, I despise women who lie about that type of situation.",0,credibility,Sexism,ContextCounter
371,1525298616725807104,1,CN,1525498239390298112,"  He didn't lose roles because of her accusations. He started losing roles because his drug use is affecting his acting. He doesn't remember lines and improvs or uses an in-ear device. He punched a crewmember, so no one wants to work with him.
https://t.co/3KtLdrHbzo",1,reasons,Sexism,ContextCounter
438,1527294142589456384,0,HS,1527294142589456384,i hate arab muslims for arabising non arabs like now you have them dressed up in depressing all black or grey attire when our own traditional clothes are full of colour and our cultures are so rich but so much of it is stripped away because of an arab religion lol,0,reasons,Religious,ContextCounter
439,1527294142589456384,1,CN,1527319248732688384," How did Arab Arabize non Arabs lol? They didn’t force u, u chose to do it yourself. You will never have an issue if ur ppl got Americanized, but Arabized 🤯🤯🤯
I think u guys need to chill and stop hating Arabs for issues they aren’t part of it",1,reasons,Religious,ContextCounter
450,1372981466142027782,0,HS,1372981466142027782,also i’m sick of white people trying to speak FOR black people’s issues instead of just listening and supporting. like i understand y’all do not like sarah j maas but you’re mad because she spoke up abt blm AND told people to vote under a cover reveal post??? seek help,0,reasons,Racism,ContextCounter
451,1372981466142027782,1,CN,1373016801953476610," I’ve often noticed that situations like this involve white people being offended on behalf of POC even though said POC never asked them to be.

I never said anything though, cuz I’m white and I just know those same white plp would try to cancel me.",1,reasons,Racism,ContextCounter
328,1390204036440203272,0,HS,1390204036440203272,I’m sick of white people making YouTube videos going into Afghanistan and titling it: “iS iT reAlLy SAfE?!” Like stop using our misfortune of events as ur clickbait. Non afghans expecting to go into the video and seeing bombs and guns...,0,reasons,Religious,ContextCounter
329,1390204036440203272,1,CN,1390232113551536128, bro i hate that shit meanwhile some afghans are unable to visit. plus my people arent gonna be used for them to feed their little savior complexes. like feed ur trauma porn somewhere elsee.. preferably off our land💯💯,1,reasons,Religious,ContextCounter
596,1515473735423246344,0,HS,1515473735423246344,i should be allowed to talk about how much i hate men whenever i want for how much i want bc im awesome and im allowed to https://t.co/dbX8H6C6wC,0,reasons,Sexism,ContextCounter
597,1515473735423246344,1,CN,1516150507814928394, all im saying is hate those who have wronged you specifically. not those who have done nothing to you. targeting men like that is just sexist because its only because they are a man at that point.,1,reasons,Sexism,ContextCounter
1283,1244651365353369600,0,HS,1244651365353369600,If they don’t have the vaccine what cured them? Bat shit? #ChinaLiedPeopleDie #ChinaVirus https://t.co/1GXtBnW2HE,0,reasons,Racism,ContextCounter
1284,1244651365353369600,1,CN,1245722140273340417," You can only talk about it on the Internet, keyboard warrior.",1,emotions,Racism,ContextCounter
1285,1244651365353369600,2,CN,1245349669237997568, Nothing to do？Concentrate on how to prevent the virus instead of say some foolish words.,1,reasons,Racism,ContextCounter
1286,1244651365353369600,3,CN,1244657551112716296," How? I don't know, but you sure don't have 🐴",1,emotions,Racism,ContextCounter
708,1352710436509143044,0,HS,1352710436509143044,"“Yes I’m gay but I can’t stand gays that wear makeup, they’re just too much” yes you know yourselves. https://t.co/sYtFtNLR9d",0,credibility,Sexism,ContextCounter
709,1352710436509143044,1,CN,1352711684729622528, “ i am black so i can’t be racist “ it’s like a white person saying “ i can’t be racist i have a ‘African’/ Black friend “,1,reasons,Sexism,ContextCounter
440,1119310074340462592,0,HS,1119310074340462592,i fucking hate lgbt-phobes so fucking much they dont deserve rights. https://t.co/7D7MrP3BDA,0,reasons,Sexism,ContextCounter
441,1119310074340462592,1,CN,1119313057774047232," Tell me about it. The kids in my history class are actually so annoying. They say stuff like “Oh, I don’t really mind gay people, just don’t do it in front of me.” Or they’ll say “I’m not homophobic.” And then go on and talk about how they’d disown thier kid if they were gay.",1,reasons,Sexism,ContextCounter
325,1454396018368258056,0,HS,1454396018368258056,"Literary Someone Said "" I Don't Like LGBT in Pokémon "" But Didn't Say That It's Bad..

Why The Heck Everyone Started To Call him Homophobic..Is People's Opinion Even A Thing RN ? 😒",0,reasons,Sexism,ContextCounter
326,1454396018368258056,1,CN,1454397584643031049," You referring to that guy who got so many angry quote tweets right? He literally didn't say its wrong or that he hates the ship, all he said was everyone is just shipping everything and that he's not interested",1,reasons,Sexism,ContextCounter
327,1454396018368258056,2,CN,1454408509584330756," ""I don't like LGBT in Pokemon"" is not opinion mate, at all. If he prefers straight to LGBTQ, it is homophobic, not an opinion.",1,reasons,Sexism,ContextCounter
594,1497485735846625287,0,HS,1497485735846625287,  Why shouldn’t China be criticised?! Sorry I’m confused? Are you aware of their human rights record? China supports Assad in Syria. I’m sick of China supporting evil dictatorships. Don’t even get me started on their treatment of animals. ,0,reasons,Religious,ContextCounter
595,1497485735846625287,1,CN,1497488632969576449,"   How anyone could possibly ""defend""China is beyond my belief Many feared it would add its veto to Russia's Syrians know why
Does this person realise why he criticised China? What about China's attitude twds the Uyghurs? And Hong Kong not far from you?
I despair..",1,reasons,Religious,ContextCounter
690,1381565103842021380,0,HS,1381565103842021380,i hate religious people please dont talk to me!!!!!!!!!!!!!!!!!!/////,0,None,Religious,ContextCounter
691,1381565103842021380,1,CN,1381569963845054469, fine! not gonna talk to u na 🙄😒😤😤😤😤😤,1,emotions,Religious,ContextCounter
442,1244807778075430912,0,HS,1244807778075430912,"Almost half of my colleagues lost their jobs today :( 
Fuck you #China. Fuck you to the moon. 
—
#ChineseVirus https://t.co/cz1zggvrnu",0,credibility,Religious,ContextCounter
443,1244807778075430912,1,CN,1245072098873262083," Friend, please fuck Chinese Communist Party who hand made this virus in their military lab in WUHAN and intend to spread to the world. I'm sorry for hearing your colleagues loosing job. But you should know the truth about the virus! Chinese are innocent and victims like you.....",1,reasons,Religious,ContextCounter
448,1515491348585066502,0,HS,1515491348585066502,I really hate American sports man. You said game is 1:30. It's 1:44 and it has not started. What sort of nonsense is this? Smh.,0,reasons,Racism,ContextCounter
449,1515491348585066502,1,CN,1515563735829602309," Sorry. Play off games usually have 30 minute intros. 

Like most things American, it's more a celebration than the actual contest.",1,reasons,Racism,ContextCounter
445,1220170285338349568,0,HS,1220170285338349568," the #China govt allow this to happen #Chinavirus, all will be taking the fast train to #Hongkong coz they dont trust their hospitals",0,reasons,Racism,ContextCounter
446,1220170285338349568,1,CN,1220195234643992582,"  Why do you link this matter with politics?  In fact, as far as I know, the Chinese government has banned the consumption of such animals, which is obviously provided by some non-merchants",1,reasons,Racism,ContextCounter
131,325354925154500608,0,HS,325354925154500608,I'm sick of Muslims claiming that they are a religion of peace and that they keep getting framed for their cowardly acts of violence.,0,reasons,Religious,ContextCounter
132,325354925154500608,1,CN,325355843535118337, by that logic you should be sick of pretty much every religion. Don't discriminate.,1,reasons,Religious,ContextCounter
702,1454408509584330756,1,CN,1454408715725983748, He Refered it As An Opinion..That's Why I Said..,1,emotions,Other,ContextCounter
588,1512073508884398086,0,HS,1512073508884398086,"  Granted.  However using Mr. Floyd's name in this manner is bullshit.

I'm sick of Black people being the ass-end of jokes.

I also cast no aspersions on the OP but it's just bad taste.  Period.",0,emotions,Racism,ContextCounter
589,1512073508884398086,1,CN,1512090318652518406,"  More that fair, definitely this nor more than a few other satirical remarks on their feeds are one's I'd consider ""funny"" because they punch down instead of up.",1,reasons,Racism,ContextCounter
694,269686167610474496,0,HS,269686167610474496,I despise drunk people. They irritate me like nigga stfu and stop hanging all over me.,0,emotions,Racism,ContextCounter
695,269686167610474496,1,CN,269686838816567296," you're not even old enough to drink, so you can't despise it.",1,reasons,Racism,ContextCounter
372,365623302187790336,0,HS,365623302187790336,Norliah ghani zaman2 mude!! Hot jugak yer. Hahaha,0,None,Other,ContextCounter
373,365623302187790336,1,CN,365625345321353216, how can you call yourself a freedomfighter when your bashing your brothers&amp;sisters due to there sexualality,1,reasons,Other,ContextCounter
585,1516091088368451590,0,HS,1516091088368451590,"  I'm in no way arguing against criticizing specific actions in China, the government, or its ideology and aims - criticize all you want. I do. 

But start to say ""I hate Chinese people"" and I'll start to say that's rather racist.",0,reasons,Religious,ContextCounter
586,1516091088368451590,1,CN,1516091358947131395,  So how do you hold the Chinese people accountable for the actions of their government?,1,reasons,Religious,ContextCounter
294,1516366147842678788,0,HS,1516366147842678788,this is why i hate american breakfast because how does anybody but grits in their mouth but say coffee tastes bad https://t.co/mBxBRJ9jd3,0,reasons,Racism,ContextCounter
295,1516366147842678788,1,CN,1516422045860569093," this is so anti-southerner, i’m about to block you",1,reasons,Racism,ContextCounter
696,272576838574948352,0,HS,272576838574948352,I can't stand pregnant people this girl got me at the wing stop,0,reasons,Other,ContextCounter
697,272576838574948352,1,CN,272582004468482048,« I can't stand pregnant people this girl got me at the wing stop» Lhh...Yea right..jus STOP..dnt act like dat!,1,reasons,Other,ContextCounter
304,1472378058174832644,0,HS,1472378058174832644,I despise american and european tourists who come to the caribbean and spend a shit ton of money on hotels and fancy restaurants but wanna act all frugal when it comes to supporting local businesses and street vendors.,0,reasons,Racism,ContextCounter
305,1472378058174832644,1,CN,1472421016311721984, Or even tip the people that work there likeeeeee ???????,1,reasons,Racism,ContextCounter
306,1472378058174832644,2,CN,1472656228258045963, You can’t tell people what to do vacation with their money. Stop being weird,1,reasons,Racism,ContextCounter
308,1472378058174832644,4,CN,1472633821711552524,"  Maybe ""Buy my stuff or fuck you,"" isn't the brilliant marketing strategy you think it is.",1,reasons,Racism,ContextCounter
562,1538663870935482372,0,HS,1538663870935482372,"I despise ""women"" like this, what a pig https://t.co/5zHVwCYCAp",0,None,Sexism,ContextCounter
563,1538663870935482372,1,CN,1538666657505230848, I can't find out who hates what &amp; why but I got accused of posting boobs &amp; that was a damn lie so I blocked her lying azz. Nobody on here has ever seen naked women posted by me! Some of the women still not posted by me are scantly clad but nothing they cant wear in public. IDGAF,1,credibility,Sexism,ContextCounter
292,1500293858114084867,0,HS,1500293858114084867,I want to make this clear to my followers. I do not like Russia and I do not like China. I also believe the Ukrainian gov't is corrupt. I do not support sending US troops to play world police either. If you want to send weapons or funds to stop Russia good they send funds to Iran,0,reasons,Racism,ContextCounter
293,1500293858114084867,1,CN,1500296011998285826," Putin invaded Ukraine not other way around . He has declared war on Ukraine and is bombing schools,hospitals and he's murdering innocent children. Putin is a war criminal . He is lying and manipulating his country. He is trying to frame Ukraine Wake up people. He’s using iran too",1,reasons,Racism,ContextCounter
704,1464942593112952837,0,HS,1464942593112952837, I despise women like her. My helper was petrified to tell me she is pregnant because of previous experiences. I mean wtafuckingfuck,0,credibility,Sexism,ContextCounter
705,1464942593112952837,1,CN,1464956128547287040,  Imagine mfe2. How did you treat the situation???,1,emotions,Sexism,ContextCounter
1332,1297341931090063362,0,HS,1297341931090063362,i hate u niggers https://t.co/VRy3drC0pQ,0,reasons,Racism,ContextCounter
1333,1297341931090063362,1,CN,1297625953951084544, Delete this cuz you go be famous soon and they gone bring this tweet up for slander,1,reasons,Racism,ContextCounter
659,839125972834209792,0,HS,839125972834209792,"I hate men. All of them.

Jack, Dan and Obama are fine.

The rest of you can fuck off.",0,None,Sexism,ContextCounter
660,839125972834209792,1,CN,839160095867011074," Not the best thing for someone with an online following to say. Yes, men can be dicks, but imagine a male YouTuber saying this about women.",1,emotions,Sexism,ContextCounter
661,839125972834209792,2,CN,839165109087928321," Men can be awful, but don't call yourself a feminist if you're going to hate them.",1,reasons,Sexism,ContextCounter
662,839125972834209792,3,CN,839169150236905472," I appreciate that some blokes can be cocks, but I think that generalising things like that is the same as it is with feminism",1,reasons,Sexism,ContextCounter
289,1431654819404652547,0,HS,1431654819404652547,"I've been seeing an influx of randoms coming into chat saying stuff like ""I don't like fat chicks"" &amp; other comments about weight.

Boy, I use the Plus Size &amp; Body Pos tags on my channel. Wouldn't you think I'm comfortable &amp; love my body since I use those tags? Kinda dense. 🤷🏻‍♀️",0,reasons,Other,ContextCounter
290,1431654819404652547,1,CN,1431658961372069890," um and... I'm pretty sure you are not there so that those particular people like you or your body AND if you don't like fat chicks, why did you use your energy to drop in here? umm... seems a little counterproductive to me.",1,reasons,Other,ContextCounter
291,1431654819404652547,2,CN,1431670428091621376, Wait you’re fat!?! You are beautiful to me. All the haters can get bent.,1,reasons,Other,ContextCounter
698,1173487451177963525,0,HS,1173487451177963525,lrt I fucking hate lgbt folks who act like they speak for every single one of us,0,reasons,Sexism,ContextCounter
699,1173487451177963525,1,CN,1173576648907788289, on behalf of all gays. pineapple doesn't belong on pizza.,1,reasons,Sexism,ContextCounter
756,423589297720004608,0,HS,423589297720004608,"Invite me on your show, you lying pussy.  RT   ""Republicans are afraid of me. They don't want to talk to me."" - ",0,reasons,Racism,ContextCounter
757,423589297720004608,1,CN,423601795261136896, ! Take it down a notch! Geeze! https://t.co/VajW1qNlhz,1,emotions,Racism,ContextCounter
758,423589297720004608,2,CN,423677517484920832,. How is she supposed to debate you? You're legit crazy. ,1,reasons,Racism,ContextCounter
759,423589297720004608,3,CN,423602329221206016,"    Just wants to spare u the indignity of embarrassing yourself, I'm sure.",1,reasons,Racism,ContextCounter
760,423589297720004608,4,CN,423594373113065472,    I think the only one that would be afraid of you is Pizza The Hut from Meatballs.,1,reasons,Racism,ContextCounter
312,1427020181885362181,0,HS,1427020181885362181,"Honestly the best example why I despise American English is the word Soccer. 

America has a sport named FOOTball where they don't even use their FUCKING FEET and then have the AUDACITY to call ACTUAL FOOTBALL SOCCER? 

Fucking name YOUR weird sport soccer then!!",0,reasons,Racism,ContextCounter
313,1427020181885362181,1,CN,1427052291438399494," Hate to break it to you Merlin, but both ""Soccer"" and ""Rugby Football"" (which American Football is derived from) are words introduced by the British, and the reason why Americans call it that. Soccer being an abbreviation of: Association Football ^^",1,reasons,Racism,ContextCounter
639,1370144491793960960,0,HS,1370144491793960960,"Tell you what I’m sick of:
Women and myself Not being able to have a good night out without a man grabbing your ass or boobs as you walk past or at the bar without your consent. It’s things like this that make women not feel 100% safe on a night out over here.",0,reasons,Sexism,ContextCounter
640,1370144491793960960,1,CN,1370160691353681925, Not just girls trust me and many of my mates have had our asses grabbed by gay men especially one in peel and touched up but no one cares cause it’s not a man doing it to a girl. Sexual assault is sexual assault and shouldn’t just be looked at as men on women when it’s not.,1,credibility,Sexism,ContextCounter
283,1317521713878474755,0,HS,1317521713878474755,Just went through the “Women’s March” in DC and they all had something in common. None of them have a reason to vote for Joe Biden they just hate Trump and want to kill unborn babies.,0,reasons,Racism,ContextCounter
284,1317521713878474755,1,CN,1317522373071962112, What a stupid comment. Women don’t want to kill babies. Do you really think women like having an abortion ?,1,reasons,Racism,ContextCounter
