s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
1123,0,"The Jewish community is a very diverse one, and I don't think they are controlling our culture, they are just enriching and expanding it with their contributions. ",1,RELIGIOUS,2573,5,CN,session_3,emotions,DialogConan
1124,1,Muslims are incompatible with modern Western culture.,1,RELIGIOUS,500,0,HS,session_1,reasons,DialogConan
1125,0,Muslims are part of our society and culture. They have helped to build Western civilization. They are our brothers and sisters.,1,RELIGIOUS,500,1,CN,session_1,emotions,DialogConan
1126,1,"They're not, Islam has no place in Western culture.",1,RELIGIOUS,500,2,HS,session_1,reasons,DialogConan
1127,0,"It's important to remember that the Western world has always been full of diverse people, and that Muslims have been a part of Europe for centuries. How can they be incompatible with it?",1,RELIGIOUS,500,3,CN,session_1,emotions,DialogConan
1128,1,Nowadays people fear of being judged islamophobes or racists that they would give anything to muslims: where's this anti muslim abuse everyone's talking about?,1,RELIGIOUS,213,0,HS,dialo_gold,reasons,DialogConan
1129,0,Give a look at this if you want: [LINK],1,RELIGIOUS,213,1,CN,dialo_gold,None,DialogConan
1130,1,How come when it's them to commit crimes you never see it on the media?,1,RELIGIOUS,213,2,HS,dialo_gold,reasons,DialogConan
1131,0,Muslims are being used quite a lot as scapegoats by the media for social issues.,1,RELIGIOUS,213,3,CN,dialo_gold,emotions,DialogConan
1132,1,"Let me tell you a story: one day I found out that my muslim friends committed serious crimes that no media talked about. If these attack's had been committed by white fellas on muslim ones, it would have been a windfall for mainstream media at all levels, from local to national. We all know it, come on!",1,RELIGIOUS,213,4,HS,dialo_gold,reasons,DialogConan
1133,0,"I'm sorry to hear about your story, violence is never acceptable. But is it fair to blame all Muslims, the vast majority of whom live peacefully with us? ",1,RELIGIOUS,213,5,CN,dialo_gold,emotions,DialogConan
1134,1,Jews are not welcome in our country.,1,RELIGIOUS,2477,0,HS,session_2,reasons,DialogConan
1135,0,"It's a group that has historically, culturally and politically been part of Europe, so why do you say this? ",1,RELIGIOUS,2477,1,CN,session_2,reasons,DialogConan
1136,1,"Who cares about that, Jews don't belong here!",1,RELIGIOUS,2477,2,HS,session_2,None,DialogConan
1137,0,"Your words make many Jews feel excluded, but thankfully some of them can still ignore discrimination.",1,RELIGIOUS,2477,3,CN,session_2,emotions,DialogConan
1138,1,"If they feel excluded they could go away, they're not welcome here anyway.",1,RELIGIOUS,2477,4,HS,session_2,emotions,DialogConan
1139,0,Why would Jews be not welcome in our country? They have been here from the start and always had a place here.,1,RELIGIOUS,2477,5,CN,session_2,emotions,DialogConan
1140,1,"Muslims are little more than animals, they have no value as human beings.",1,RELIGIOUS,369,0,HS,session_1,reasons,DialogConan
1141,0,"Muslims have value as human beings, that is who they are.",1,RELIGIOUS,369,1,CN,session_1,emotions,DialogConan
1142,1,"Muslims have nothing to contribute to our society, so they have no value.",1,RELIGIOUS,369,2,HS,session_1,reasons,DialogConan
1143,0,"Haven't they contributed a lot to our society, especially in the areas of science, technology, engineering and mathematics.",1,RELIGIOUS,369,3,CN,session_1,reasons,DialogConan
1144,1,"This is the first time I'm hearing of this, I think you're making it up. Muslims have never contributed this much.",1,RELIGIOUS,369,4,HS,session_1,credibility,DialogConan
1145,0,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",1,RELIGIOUS,369,5,CN,session_1,reasons,DialogConan
1146,1,Muslims are a problem for all other religions.,1,RELIGIOUS,2637,0,HS,session_3,reasons,DialogConan
1147,0,Isn't it time we stopped thinking about Muslims as a problem? They are just trying to live a normal life.,1,RELIGIOUS,2637,1,CN,session_3,emotions,DialogConan
1148,1,Why are you so sure of that? Muslims are a threat to our country and to the world.,1,RELIGIOUS,2637,2,HS,session_3,reasons,DialogConan
1149,0,Do you really think that Muslims pose a threat to our country? They are peaceful people.,1,RELIGIOUS,2637,3,CN,session_3,emotions,DialogConan
1150,1,"They are not peaceful, we do not want Muslims here. They have no place in civilised Europe!",1,RELIGIOUS,2637,4,HS,session_3,reasons,DialogConan
1151,0,Many cultures have histories and beliefs that are different from those of other religions and it's important that we accept them all. We can't exclude those who have a different faith based on prejudice.,1,RELIGIOUS,2637,5,CN,session_3,emotions,DialogConan
1152,1,"Well, Muslims are a problem in the world. They need to get away with it.",1,RELIGIOUS,2637,6,HS,session_3,reasons,DialogConan
1153,0,It is a mistake to say that all Muslims are a problem in the world. Why would they be?,1,RELIGIOUS,2637,7,CN,session_3,reasons,DialogConan
1154,1,"Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.",1,RELIGIOUS,2483,0,HS,session_2,reasons,DialogConan
1155,0,Are you saying that everyone from Islam is creating problems? What kind of problems?,1,RELIGIOUS,2483,1,CN,session_2,reasons,DialogConan
1156,1,"Muslims are here to rule us with their religion, how is this not violent?",1,RELIGIOUS,2483,2,HS,session_2,reasons,DialogConan
1157,0,Islam doesn't want to rule us. More promotion of inclusion instead of exclusion is now more important than ever.,1,RELIGIOUS,2483,3,CN,session_2,emotions,DialogConan
1158,1,"Islam is a violent religion, of course Muslims don't do anything about their violent people.",1,RELIGIOUS,2483,4,HS,session_2,reasons,DialogConan
1159,0,"Islam never justifies violence, especially if it comes from within",1,RELIGIOUS,2483,5,CN,session_2,emotions,DialogConan
1160,1,"Child rape, for example. If Muslims counteracted them in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.",1,RELIGIOUS,2483,6,HS,session_2,reasons,DialogConan
1161,0,Do you really think there are no measures against child rapists in the Islamic community?,1,RELIGIOUS,2483,7,CN,session_2,reasons,DialogConan
1162,1,"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",1,RELIGIOUS,2710,0,HS,session_3,reasons,DialogConan
1163,0,"This is not a new idea, it is a misconception that has been around for a long time, but it's not true. Even if Muslims want to eat halal, they don't care what others eat!",1,RELIGIOUS,2710,1,CN,session_3,emotions,DialogConan
1164,1,"Islam is a self-serving religion, that's why they want us to be like them.",1,RELIGIOUS,2710,2,HS,session_3,reasons,DialogConan
1165,0,Islam is a religion of tolerance and peace. It is not about egoistical goals.,1,RELIGIOUS,2710,3,CN,session_3,emotions,DialogConan
1166,1,"Islam is a perversion of the law, it is not about the benefit of anyone.",1,RELIGIOUS,2710,4,HS,session_3,reasons,DialogConan
1167,0,"Islam is about love and compassion. Muslims should be respected for who they are, and their beliefs should be respected.",1,RELIGIOUS,2710,5,CN,session_3,emotions,DialogConan
1168,1,Do you actually believe that the Jews are just normal people and not evil bastards responsible for all the bad in the world?,1,RELIGIOUS,263,0,HS,session_1,reasons,DialogConan
1169,0,Do you really think that Jewish people are responsible for everything? Do you have any evidence?,1,RELIGIOUS,263,1,CN,session_1,credibility,DialogConan
1170,0,What exactly do you mean by 'control everything in life'?,1,RELIGIOUS,263,3,CN,session_1,reasons,DialogConan
1171,1,I mean that Jewish Supremacists are focused on world domination. They want to rule the world.,1,RELIGIOUS,263,4,HS,session_1,reasons,DialogConan
1172,0,"Of course Jews are focused on 'world domination', even ""galaxy domination"". But so are Sith Order, Sauron etc.",1,RELIGIOUS,263,5,CN,session_1,reasons,DialogConan
1173,1,"No, but I know that Jews just don't want equality. They want to control everything in life.",1,RELIGIOUS,263,2,HS,session_1,credibility,DialogConan
1174,1,Jewish folks are unable to love.,1,RELIGIOUS,246,0,HS,session_1,reasons,DialogConan
1175,0,"Look, Jews were forced to live (and die) under Nazi oppression and have all the rights to feel enraged. Still, it doesn't mean that they are unable to love others, or that they are uncapable of forgiving.",1,RELIGIOUS,246,1,CN,session_1,emotions,DialogConan
1176,1,"Are they really? Jews are an inferior race, they are genetically incapable of living with other people.",1,RELIGIOUS,246,2,HS,session_1,reasons,DialogConan
1177,0,The idea that Jews can be discriminated against because of some different genetics is completely without foundation. Maybe it is better to stop calling them 'inferiors'.,1,RELIGIOUS,246,3,CN,session_1,emotions,DialogConan
1178,1,But I can say that Jews are a different race. They are descended from apes and have no place in a modern civilised society.,1,RELIGIOUS,246,4,HS,session_1,reasons,DialogConan
1179,0,"You're basically saying that because Jews have a different religion, they cannot be citizens?",1,RELIGIOUS,246,5,CN,session_1,reasons,DialogConan
1180,1,"Exactly, Jews don't belong here.",1,RELIGIOUS,246,6,HS,session_1,reasons,DialogConan
1181,0,Many Jews feel excluded because of words such as yours. Luckily this is not the case for all of them: many are able to ignore discrimation.,1,RELIGIOUS,246,7,CN,session_1,emotions,DialogConan
1182,1,We are destined to fail as a people because of Jews.,1,RELIGIOUS,711,0,HS,session_1,reasons,DialogConan
1183,0,Jews have been responsible for the important technological advances of our time. It is ridiculous to think that they will be unable to take part in the creation of the modern nation we are proud to call our own.,1,RELIGIOUS,711,1,CN,session_1,emotions,DialogConan
1184,1,Yet they think they are so special,1,RELIGIOUS,711,2,HS,session_1,reasons,DialogConan
1185,0,Jews feel a special connection with their heritage (as most groups do). That's all.,1,RELIGIOUS,711,3,CN,session_1,emotions,DialogConan
1186,1,Their heritage is being responsible for the 9/11 attack.,1,RELIGIOUS,711,4,HS,session_1,reasons,DialogConan
1187,0,"For each historical period there is something Jews are accused of. Today, someone can even claim that Jews are responsible for the alien invasion!",1,RELIGIOUS,711,5,CN,session_1,emotions,DialogConan
1188,1,Islam is not a religion and its adherents are all bad.,1,RELIGIOUS,2597,0,HS,session_3,reasons,DialogConan
1189,0,I would like to see more respect for Islam and its adherents.,1,RELIGIOUS,2597,1,CN,session_3,emotions,DialogConan
1190,1,It's time for us to get rid of Islam because it is not a peaceful religion.,1,RELIGIOUS,2597,2,HS,session_3,reasons,DialogConan
1191,0,"You say that Islam is not peaceful? To me, it doesn't look like you know a lot about Islam if you think that way.",1,RELIGIOUS,2597,3,CN,session_3,reasons,DialogConan
1192,1,"No, Islam is not peaceful, that's why its adherents are all criminals.",1,RELIGIOUS,2597,4,HS,session_3,reasons,DialogConan
1193,0,"This is not true. Islam is a peaceful religion, and the vast majority of Muslims are good people. Islam is a religion that everyone should respect.",1,RELIGIOUS,2597,5,CN,session_3,emotions,DialogConan
1194,1,Our founding fathers knew that Muslims would be angry and violent criminals but they tried to build an inclusive democracy anyway. They wanted a peaceful world and Muslims are impediment.,1,RELIGIOUS,2762,0,HS,session_3,reasons,DialogConan
1195,0,"Obviously Muslims do not represent an obstacle to a just and peaceful world. We can't have an inclusive democracy without them, the point of inclusion is that no one is left out.",1,RELIGIOUS,2762,1,CN,session_3,emotions,DialogConan
1196,1,"Islamic terrorism is an abomination, that's why they must be left out.",1,RELIGIOUS,2762,2,HS,session_3,reasons,DialogConan
1197,0,Terrorism is a form of violence that is present in other groups as well and it's always perpetrated by a few extremists. It's a generalisation to say that all Muslims are terrorists.,1,RELIGIOUS,2762,3,CN,session_3,emotions,DialogConan
1198,1,"Yes, they are. Islam is a disease that must be eradicated.",1,RELIGIOUS,2762,4,HS,session_3,reasons,DialogConan
1199,0,"Islam is a religion, and there are many Muslims who live peacefully in this country. The majority of Muslims are people with backgrounds similar to those of our own, why would we expel them?",1,RELIGIOUS,2762,5,CN,session_3,reasons,DialogConan
1200,1,Islam encourages hate towards what's diverse.,1,RELIGIOUS,2415,0,HS,session_2,reasons,DialogConan
1201,0,"The Quran is a book about religious teachings, I don't see how it would promote discrimination. Do you have a reference for this claim? ",1,RELIGIOUS,2415,1,CN,session_2,reasons,DialogConan
1202,1,"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible. That's my reference.",1,RELIGIOUS,2415,2,HS,session_2,reasons,DialogConan
1203,0,"So many see Islam as an ideology, an opinion, or a way of life. What about the Bible?",1,RELIGIOUS,2415,3,CN,session_2,reasons,DialogConan
1204,1,"Well, Muslims have no place in civilised Europe anyway, so I don't care what they think.",1,RELIGIOUS,2415,4,HS,session_2,reasons,DialogConan
1205,0,"Islam is a peaceful religion, which is already integrated into many European societies.",1,RELIGIOUS,2415,5,CN,session_2,emotions,DialogConan
1206,1,"The Bible is good, while Islam is a religion of violence.",1,RELIGIOUS,2415,6,HS,session_2,reasons,DialogConan
1207,0,This opinion isn't shared by all Muslims.,1,RELIGIOUS,2415,7,CN,session_2,emotions,DialogConan
1208,1,The Jews control the U.S. government.,1,RELIGIOUS,2254,0,HS,session_2,reasons,DialogConan
1209,0,Why do you think Jews control the US government? Do you have any proof?,1,RELIGIOUS,2254,1,CN,session_2,reasons,DialogConan
1210,1,"There are way too many Jews in the government, isn't that proof enough?",1,RELIGIOUS,2254,2,HS,session_2,reasons,DialogConan
1211,0,"Indeed there are Jews who have raised to positions of power within the United States government, but Jews are not the only ones who were able to do so. Perhaps it is best not to rely on the individual’s group membership to determine success or failure, instead we should look at the individual characteristics of a person to understand their success.",1,RELIGIOUS,2254,3,CN,session_2,emotions,DialogConan
1212,1,The Jews control the U.S. government.,1,RELIGIOUS,2716,0,HS,session_3,reasons,DialogConan
1213,0,That is not true. They are just as likely to influence the government as any other voting citizen.,1,RELIGIOUS,2716,1,CN,session_3,emotions,DialogConan
1214,0,Jews have contributed significantly to the development of our country and are very much accepted in the U.S. You should start accepting them too.,1,RELIGIOUS,2716,3,CN,session_3,emotions,DialogConan
1215,1,"No, Jews are not at home here. They have no place here.",1,RELIGIOUS,2716,4,HS,session_3,reasons,DialogConan
1216,0,Jews are part of our society and are proud of their heritage and traditions. They are our brothers and sisters. Why wouldn't they be part of our society?,1,RELIGIOUS,2716,5,CN,session_3,emotions,DialogConan
1217,1,"Jews are responsible for all bad things that happen to us, they have no place in our civilised country.",1,RELIGIOUS,2716,2,HS,session_3,reasons,DialogConan
1218,1,Jews control the world,1,RELIGIOUS,2385,0,HS,session_2,reasons,DialogConan
1219,0,This is a lie spread by anti-semites and it's been proved many times over that the Jews have no monopoly of the world.,1,RELIGIOUS,2385,1,CN,session_2,emotions,DialogConan
1220,1,"Okay, they may not control the world but they surely control the economy.",1,RELIGIOUS,2385,2,HS,session_2,reasons,DialogConan
1221,0,"It's not true that Jews run the world economy, because there are hundreds of thousands of other, diverse people who are important positions in various governments, companies and institutions.",1,RELIGIOUS,2385,3,CN,session_2,emotions,DialogConan
1222,1,"Jews are rather a problem in Europe, they are the reason for the rise of violent nationalism and racism in all those countries.",1,RELIGIOUS,2385,4,HS,session_2,reasons,DialogConan
1223,0,"We should work together to find a solution to violent nationalism and racism instead, no? All this hate all over the world is unacceptable.",1,RELIGIOUS,2385,5,CN,session_2,credibility,DialogConan
1224,1,"Those people should quit, Jews are a disease and a cancer on humanity.",1,RELIGIOUS,2385,6,HS,session_2,reasons,DialogConan
1225,0,"The Jews are part of society, they help our economy and are competent in their jobs.",1,RELIGIOUS,2385,7,CN,session_2,emotions,DialogConan
1226,1,Muslims are a problem for all other religions.,1,RELIGIOUS,2770,0,HS,session_3,reasons,DialogConan
1227,0,Muslims are not a problem at all. I don't see how they could be a problem when their religion shared the same values of peace and tolerance with the other religions.,1,RELIGIOUS,2770,1,CN,session_3,emotions,DialogConan
1228,1,The problem is that they will destroy all religions!,1,RELIGIOUS,2770,2,HS,session_3,reasons,DialogConan
1229,0,"This is not true. Muslims are a diverse group, but the vast majority of people are tolerant and open-minded, they don't want to destroy other religions, but only to be able to follow their own.",1,RELIGIOUS,2770,3,CN,session_3,emotions,DialogConan
1230,1,I'm sorry but Muslims are clearly a problem and we should despise them.,1,RELIGIOUS,2770,4,HS,session_3,reasons,DialogConan
1231,0,We should stop saying that Muslims are a problem for us only because some of us don't understand them and have a problem with our differences.,1,RELIGIOUS,2770,5,CN,session_3,credibility,DialogConan
1232,1,jewish folks should be beaten,1,RELIGIOUS,438,0,HS,session_1,reasons,DialogConan
1233,0,"Most Jews are nice people, living in coexistence with non Jews, why would you beat them?",1,RELIGIOUS,438,1,CN,session_1,reasons,DialogConan
1234,1,Because they can only act in a bad way.,1,RELIGIOUS,438,2,HS,session_1,reasons,DialogConan
1235,0,"Even if some Jews act wrongly, many of them are good, and this simply isn't related to their religion.",1,RELIGIOUS,438,3,CN,session_1,emotions,DialogConan
1236,1,It is related to their genes because they are genetically evil.,1,RELIGIOUS,438,4,HS,session_1,reasons,DialogConan
1237,0,"Not all Jews are bad, just an unlucky bunch who makes up a tiny part of the world's population, and this applies for every group in the world.",1,RELIGIOUS,438,5,CN,session_1,emotions,DialogConan
1238,1,There are so many Muslims in the UK that it is a condemnation to have them here.,1,RELIGIOUS,755,0,HS,session_1,reasons,DialogConan
1239,0,"Many Muslims live in the UK and we have a lot in common, and what is different between us is not a reason for discrimination.",1,RELIGIOUS,755,1,CN,session_1,emotions,DialogConan
1240,1,"In this case, the difference is too big. Muslims are not welcome in our country.",1,RELIGIOUS,755,2,HS,session_1,reasons,DialogConan
1241,0,"There are many Muslims living in the UK, proud British citizens who contribute significantly to our country.",1,RELIGIOUS,755,3,CN,session_1,emotions,DialogConan
1242,1,"They're too uncivilized to contribute to anything, they have no place in Europe.",1,RELIGIOUS,755,4,HS,session_1,reasons,DialogConan
1243,0,Your words imply that all Muslims are incompatible with Western culture. Do you have any data to back this up?,1,RELIGIOUS,755,5,CN,session_1,reasons,DialogConan
1244,1,Muslims have no place in civilised Europe: they are incompatible with us.,1,RELIGIOUS,676,0,HS,session_1,reasons,DialogConan
1245,0,Islam is a religion that was created by humans with different beliefs and ways of life. What we have to understand is that in the end all people deserve equal respect.,1,RELIGIOUS,676,1,CN,session_1,emotions,DialogConan
1246,1,"Muslim don't deserve respect, they rape our children, they are a problem all around the world.",1,RELIGIOUS,676,2,HS,session_1,reasons,DialogConan
1247,0,"Islam is about love, tolerance and respect for all people. Violence and rape are not about Islam or Muslims in particular.",1,RELIGIOUS,676,3,CN,session_1,emotions,DialogConan
1248,1,True Muslims are intolerant.,1,RELIGIOUS,676,4,HS,session_1,reasons,DialogConan
1249,0,"The facts do not back this up. Some imams are pro-Homosexuals, some are pro-abortion, some are for women's rights, etc. There is no list of 'true Muslims' that equates all Muslims.",1,RELIGIOUS,676,5,CN,session_1,emotions,DialogConan
1250,1,"If they were so tolerant, why aren't we allowed to celebrate Christmas in our own country for fear of offending Muslims?",1,RELIGIOUS,676,6,HS,session_1,reasons,DialogConan
1251,0,Show me evidence of this?,1,RELIGIOUS,676,7,CN,session_1,reasons,DialogConan
1252,1,"Jews don't want their children to know about the Holocaust, guess why? Because it's a hoax!",1,RELIGIOUS,432,0,HS,session_1,reasons,DialogConan
1253,0,Many survivors confessed that they were willing to provide their children with stories of the Holocaust but it was very difficult emotionally. They want to talk about the aspects of life for Jews during the time of the Holocaust to not forget what happened.,1,RELIGIOUS,432,1,CN,session_1,emotions,DialogConan
1254,1,"Holocaust is a myth, that's why it's 'difficult' for them to talk about it.",1,RELIGIOUS,432,2,HS,session_1,reasons,DialogConan
1255,0,To claim that the Holocaust is a myth is just wrong. Jews were victims of a genocidal regime.,1,RELIGIOUS,432,3,CN,session_1,emotions,DialogConan
1256,1,"If they were victims of a genocide, why are there so many Jews around? The Holocaust is a lie, and Jews know it.",1,RELIGIOUS,432,4,HS,session_1,reasons,DialogConan
1257,0,"What? Who said that? Don't tell me ""Someone said it in a book"". Such a serious accusation should be presented in an objective way: you must bring strong evidence.",1,RELIGIOUS,432,5,CN,session_1,emotions,DialogConan
1258,1,"Jews are too connected to their homeland , they are not loyal to our nation.",1,RELIGIOUS,421,0,HS,session_1,reasons,DialogConan
1259,0,"Jews, regardless of social status, are still regarded with suspicion by many because of the historic and current nature of their connection to the land and identity. Instead of reinforcing these harmful stereotypes, we must respect and understand the Jewish identity because they are loyal to the nation they live in.",1,RELIGIOUS,421,1,CN,session_1,emotions,DialogConan
1260,1,Jews are selfish and greedy: they don't belong to this country.,1,RELIGIOUS,421,2,HS,session_1,reasons,DialogConan
1261,0,It is up to us to make sure that people from different backgrounds can have a better quality of life. We should integrate them instead of discriminating agaist them .,1,RELIGIOUS,421,3,CN,session_1,emotions,DialogConan
1262,1,"Jews are too selfish, cheap and greedy to be integrated!",1,RELIGIOUS,421,4,HS,session_1,reasons,DialogConan
1263,0,"Did you know that according to Jewish law, the tzedakah, the act of giving money to the poor, often mistranslated as “charity”, is a “commandment”? And, like all commandments in Jewish law, tzedakah is a requirement, not just a good deed.",1,RELIGIOUS,421,5,CN,session_1,emotions,DialogConan
1264,1,We do not want Muslims in our country.,1,RELIGIOUS,2530,0,HS,session_3,emotions,DialogConan
1265,0,"Islam is a religion, and anyone who believes in it will have the right to live here and follow their religion because of religious freedom in our laws.",1,RELIGIOUS,2530,1,CN,session_3,reasons,DialogConan
1266,1,"Muslims have no right to live in our country, they should be banned from there.",1,RELIGIOUS,2530,2,HS,session_3,reasons,DialogConan
1267,0,"Muslims are welcome here, and there is nothing wrong with their presence. They are just a part of our society.",1,RELIGIOUS,2530,3,CN,session_3,reasons,DialogConan
1268,1,They are not. Islam is a disease!,1,RELIGIOUS,2530,4,HS,session_3,reasons,DialogConan
1269,0,"Islam is a religion, and to suggest that Islam is a disease is a false statement.",1,RELIGIOUS,2530,5,CN,session_3,reasons,DialogConan
1270,1,Muslims hate immigrants. They also hate Christians.,1,RELIGIOUS,675,0,HS,session_1,reasons,DialogConan
1271,0,Why do you believe that immigrants or Christians are a nuisance for Muslims? Do you know Muslims that share your opinion?,1,RELIGIOUS,675,1,CN,session_1,reasons,DialogConan
1272,1,What is the point in listening to Muslims? Especially to Muslim women. They are all retarded.,1,RELIGIOUS,675,2,HS,session_1,reasons,DialogConan
1273,0,"Baroness Warsi, Rashida Tlaib, Ilhan Omar, Malala Yousafzai- I could go on. Just because powerful and intelligent Muslim women are overlooked it does not mean that they do not exist.",1,RELIGIOUS,675,3,CN,session_1,emotions,DialogConan
1274,1,"How 'intelligent' Muslims are doesn't matter when Islam is an ideology that promotes rape, torture and murder.",1,RELIGIOUS,675,4,HS,session_1,reasons,DialogConan
1275,0,"The Quran does not advocate that Muslims are inherently violent people, nor does the Hadith prove that Islam is a violent faith. Islam is a religion that promotes tolerance and respect for other faiths.",1,RELIGIOUS,675,5,CN,session_1,emotions,DialogConan
1276,1,"No, it's a disease that is sickening our children.",1,RELIGIOUS,675,6,HS,session_1,reasons,DialogConan
1277,0,"In my opinion, the only sickness you have is the allergy to the word 'mosque'",1,RELIGIOUS,675,7,CN,session_1,credibility,DialogConan
1278,1,How is it not about hate? You'd better shy away from Islam because they are dangerous.,1,RELIGIOUS,2456,0,HS,session_2,reasons,DialogConan
1279,0,"You have a deeply flawed attitude regarding Islam. Even if you're disgusted by it, it's important to be mature and open minded and of course never turn to baseless arguments just to stop Islam.",1,RELIGIOUS,2456,1,CN,session_2,reasons,DialogConan
1280,1,Islam is a violent religion and should be banned from all countries.,1,RELIGIOUS,2456,2,HS,session_2,reasons,DialogConan
1281,0,"Islam is based on believing in God, not based on hatred.",1,RELIGIOUS,2456,3,CN,session_2,reasons,DialogConan
1282,1,Islam is a death cult.,1,RELIGIOUS,2269,0,HS,session_2,None,DialogConan
1283,0,Most Muslims are peaceful and glad to help.,1,RELIGIOUS,2269,1,CN,session_2,emotions,DialogConan
1284,1,"Islam is a complete and total false religion, it is a repressive ideology that stifles freedom of thought and religion.",1,RELIGIOUS,2269,2,HS,session_2,reasons,DialogConan
1285,0,Islam is not about oppression and intolerance.,1,RELIGIOUS,2269,3,CN,session_2,credibility,DialogConan
1286,1,"People need to stop confusing whites and Jews. We are not the same, we never will be. Quite frankly it’s insulting.",1,RELIGIOUS,2791,0,HS,session_3,reasons,DialogConan
1287,0,"Judaism is not a race, Jews in a country resemble the other people living in the country, so there can be white Jews. It's not insulting to be white and Jewish.",1,RELIGIOUS,2791,1,CN,session_3,emotions,DialogConan
1288,1,I think they are different. Jews should be despised.,1,RELIGIOUS,2791,2,HS,session_3,reasons,DialogConan
1289,0,"They are different regarding religion, but Jews are people like anyone else. We are meant to be proud of being unique and a mixture of cultures.",1,RELIGIOUS,2791,3,CN,session_3,emotions,DialogConan
1290,1,I can't be proud of Jews' ignorance and bigotry.,1,RELIGIOUS,2791,4,HS,session_3,reasons,DialogConan
1291,0,Being Jewish has nothing to do with being ignorant and a bigot. It is a religion and identity that is part of every Jewish person regardless of their ethnicity or national origin.,1,RELIGIOUS,2791,5,CN,session_3,emotions,DialogConan
1292,1,Muslims are just a bunch of criminals.,1,RELIGIOUS,504,0,HS,session_1,reasons,DialogConan
1293,0,Not all Muslims are criminals. the overwhelming majority of Muslims are peaceful people who take their faith seriously.,1,RELIGIOUS,504,1,CN,session_1,emotions,DialogConan
1294,1,There's also a majority of Muslims child molesters.,1,RELIGIOUS,504,2,HS,session_1,reasons,DialogConan
1295,0,"There are child molesters in all communities, and to single out a particular faith communitiy is just nonsensical propaganda.",1,RELIGIOUS,504,3,CN,session_1,emotions,DialogConan
1296,1,It's not propaganda when it's true.,1,RELIGIOUS,504,4,HS,session_1,reasons,DialogConan
1297,0,It isn't true. Muslims have been and are persecuted in many non Muslim countries. They are human beings with human rights..,1,RELIGIOUS,504,5,CN,session_1,emotions,DialogConan
1298,1,"Well, we shouldn't. Welcoming people from the so-called Muslim world makes us uncomfortable.",1,RELIGIOUS,2459,0,HS,session_2,reasons,DialogConan
1299,0,"Many of the Muslims living here are good people. If you got to know some of them, starting from a family that lives here, you would realize that not all Muslims feel the same way about what is ""uncomfortable"".",1,RELIGIOUS,2459,1,CN,session_2,emotions,DialogConan
1300,1,Muslims are not welcome here.,1,RELIGIOUS,2459,2,HS,session_2,reasons,DialogConan
1301,0,There are many Muslims living in the UK. We're neighbors and we should welcome them.,1,RELIGIOUS,2459,3,CN,session_2,credibility,DialogConan
1302,1,"Jews are a virus, a cancer on our race.",1,RELIGIOUS,2386,0,HS,session_2,None,DialogConan
1303,0,"Jews are people that were victimized because of their religion, but I don't see how it's fair to be discriminated because of a different faith.",1,RELIGIOUS,2386,1,CN,session_2,reasons,DialogConan
1304,1,"It's not because of religion. Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood.",1,RELIGIOUS,2386,2,HS,session_2,reasons,DialogConan
1305,0,Jews are just like their non-Jewish fellow citizens in all the countries that they are in. Does this mean that every human is evil?,1,RELIGIOUS,2386,3,CN,session_2,emotions,DialogConan
1306,1,No one is as evil as Jews. They are just a small group of incompetent kikes.,1,RELIGIOUS,2386,4,HS,session_2,reasons,DialogConan
1307,0,Jews make up an incredibly important part of economy because they are competent. It's delusional to suggest otherwise.,1,RELIGIOUS,2386,5,CN,session_2,emotions,DialogConan
1308,1,Jews are Christ Killers.,1,RELIGIOUS,284,0,HS,session_1,reasons,DialogConan
1309,0,"Placing responsibility on a modern-day person for something that happened 2,000 years ago is quite absurd. Don't you think? Besides, wasn't it the Romans?",1,RELIGIOUS,284,1,CN,session_1,reasons,DialogConan
1310,1,"No, Jews were the ones to kill Christ.",1,RELIGIOUS,284,2,HS,session_1,reasons,DialogConan
1311,0,"Nowadays it is widely agreed upon that Jesus was executed by the Romans. The same Romans also executed tens of thousands of Jews by crucifixion, including two others on the day Jesus was executed.",1,RELIGIOUS,284,3,CN,session_1,emotions,DialogConan
1312,1,"They did the right thing, all Jews are criminals.",1,RELIGIOUS,284,4,HS,session_1,reasons,DialogConan
1313,0,This is a myth perpetuated by individuals who wish to delegitimize and isolate individuals based on their religion. All religions have value and a positive role in society. Judaism is no exception.,1,RELIGIOUS,284,5,CN,session_1,emotions,DialogConan
1314,1,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.",1,RELIGIOUS,2765,0,HS,session_3,reasons,DialogConan
1315,0,"Muslims have been known to be religiously discriminated against, and they have been vilified for their religion. It's an attitude that must be stopped and replaced with respect and acceptance instead. You should try it.",1,RELIGIOUS,2765,1,CN,session_3,emotions,DialogConan
1316,1,"No one wants to live with Muslims, let alone respect them.",1,RELIGIOUS,2765,2,HS,session_3,reasons,DialogConan
